id,post_id,user_id,user_type,share_type,created_at
5f5bdf49-17d5-4720-93c1-ffe8e42b1cbb,3aa4db74-70fa-4511-b1a3-775f304bd959,132744be-ec23-406d-8dcf-cf09c42f03b4,worker,profile,2025-10-28 18:23:15.851593+00
