post_id,views_count,actual_views,diff
0fa6d71f-e9b5-4d22-b899-446ef3e82588,0,0,0
3aa4db74-70fa-4511-b1a3-775f304bd959,0,0,0
ad882574-08e7-4b20-83eb-e788358a7fb0,0,0,0
4c85819e-a8d5-4304-879e-c5f045a8709a,0,0,0
386d4718-1ee2-4466-9695-a3bf90bf2a5a,0,0,0
